publisher,title,categories,url
시사뉴스,전체기사,_all_,https://www.sisa-news.com/data/rss/news.xml
시사매일,전체기사,_all_,https://cdn.powere.co.kr/rss/gn_rss_allArticle.xml
시사서울,전체기사,_all_,https://www.sisaseoul.com/feed/
시사위크,전체기사,_all_,https://www.sisaweek.com/rss/allArticle.xml
시사인,전체기사,_all_,https://www.sisain.co.kr/rss/allArticle.xml
시사인,정치,politics,https://www.sisain.co.kr/rss/S1N6.xml
시사인,경제,economy,https://www.sisain.co.kr/rss/S1N7.xml
시사인,사회,society,https://www.sisain.co.kr/rss/S1N8.xml
시사인,문화,culture,https://www.sisain.co.kr/rss/S1N9.xml
시사인,라이프,culture,https://www.sisain.co.kr/rss/S1N10.xml
시사인,국제/한반도,international,https://www.sisain.co.kr/rss/S1N11.xml
시사인,인터뷰/오피니언,column,https://www.sisain.co.kr/rss/S1N12.xml
시사저널,전체기사,_all_,http://www.sisajournal.com/rss/allArticle.xml
시사저널,사회,society,http://www.sisajournal.com/rss/S1N47.xml
시사저널,경제,economy,http://www.sisajournal.com/rss/S1N54.xml
시사저널,LIFE,culture,http://www.sisajournal.com/rss/S1N56.xml
시사저널,OPINION,column,http://www.sisajournal.com/rss/S1N57.xml
시사저널,정치,politics,http://www.sisajournal.com/rss/S1N58.xml
시사저널,국제,international,http://www.sisajournal.com/rss/S1N59.xml
시사저널e,전체기사,_all_,https://www.sisajournal-e.com/rss/allArticle.xml
시사타임,전체기사,_all_,http://www.sisatime.co.kr/rss/allArticle.xml
시사포커스,전체기사,_all_,http://www.sisafocus.co.kr/rss/allArticle.xml
시사한국,전체기사,_all_,https://www.sisahankook.co.kr/rss/gns_allArticle.xml
시선뉴스,전체기사,_all_,http://www.sisunnews.co.kr/rss/allArticle.xml
식약저널,전체기사,_all_,http://www.xn--p50bo15av1brtd.com/rankup_module/rankup_rss/index.html
식품음료신문,전체기사,_all_,https://cdn.thinkfood.co.kr/rss/gn_rss_allArticle.xml
신동아,전체기사,_all_,https://shindonga.donga.com/rss
신아일보,전체기사,_all_,https://www.shinailbo.co.kr/rss/allArticle.xml
아이비타임즈(IBTimes),전체기사,_all_,https://kr.ibtimes.com/rss
안전신문,전체기사,_all_,https://www.safetynews.co.kr/rss/allArticle.xml
알파경제,전체기사,_all_,https://www.alphabiz.co.kr/rss/allArticle.xml
약사공론,전체기사,_all_,https://www.kpanews.co.kr/rss/allArticle.xml
양돈타임스,전체기사,_all_,http://www.pigtimes.co.kr/rss/allArticle.xml
어린이경제신문,전체기사,_all_,https://www.econoi.com/rss/allArticle.xml
어린이동아,전체기사,_all_,https://cdn.kids.donga.com/rss/gns_allArticle.xml
업코리아,전체기사,_all_,https://cdn.upkoreanews.kr/rss/gn_rss_allArticle.xml
에너지산업신문,전체기사,_all_,https://eitimes.kr/RSS/RSS.aspx
에너지신문,전체기사,_all_,https://cdn.energy-news.co.kr/rss/gns_allArticle.xml
에너지자원신문,전체기사,_all_,https://www.ertimes.kr/feeds/posts/default
에이블뉴스,전체기사,_all_,https://www.ablenews.co.kr/rss/allArticle.xml
에이블뉴스,정보세상,tech|science,https://www.ablenews.co.kr/rss/S1N1.xml
에이블뉴스,오피니언,column,https://www.ablenews.co.kr/rss/S1N2.xml
에이블뉴스,노동/경제,economy,https://www.ablenews.co.kr/rss/S1N4.xml
에이블뉴스,문화/체육,culture|sports,https://www.ablenews.co.kr/rss/S1N8.xml
에이블뉴스,인물/단체,people,https://www.ablenews.co.kr/rss/S1N9.xml
에이블뉴스,정치/정책,politics,https://www.ablenews.co.kr/rss/S1N11.xml
에이빙,전체기사,_all_,https://kr.aving.net/rss/allArticle.xml
에포크타임스,전체기사,_all_,https://www.epochtimes.kr/rss
엔터미디어,전체기사,_all_,https://www.entermedia.co.kr/rss/allArticle.xml
엠뉴스,전체기사,_all_,http://www.cmni.news/rss/allArticle.xml
여성동아,전체기사,_all_,https://woman.donga.com/rss
여성신문,전체기사,_all_,http://www.womennews.co.kr/rss/allArticle.xml
여성신문,정치,politics,http://www.womennews.co.kr/rss/S1N1.xml
여성신문,사회,society,http://www.womennews.co.kr/rss/S1N2.xml
여성신문,세계,international,http://www.womennews.co.kr/rss/S1N3.xml
여성신문,경제,economy,http://www.womennews.co.kr/rss/S1N4.xml
여성신문,문화,culture,http://www.womennews.co.kr/rss/S1N6.xml
여성신문,생활,culture,http://www.womennews.co.kr/rss/S1N7.xml
여성신문,오피니언,column,http://www.womennews.co.kr/rss/S1N12.xml
여성신문,스포츠,sports,http://www.womennews.co.kr/rss/S1N15.xml
여성신문,연예,entertainment,http://www.womennews.co.kr/rss/S1N16.xml
여성신문,IT/과학,tech|science,http://www.womennews.co.kr/rss/S1N39.xml
여수신문,전체기사,_all_,http://www.yeosunews.net/rss/allArticle.xml
여행신문,전체기사,_all_,https://www.traveltimes.co.kr/rss/allArticle.xml
연예투데이뉴스,전체기사,_all_,https://www.tvj.co.kr/rss/allArticle.xml
연합뉴스TV,전체기사,_all_,https://www.yonhapnewstv.co.kr/browse/feed/
연합인포맥스,전체기사,_all_,https://news.einfomax.co.kr/rss/allArticle.xml
영남투데이,전체기사,_all_,https://www.yntoday.co.kr/rss/allArticle.xml
영천뉴스24,전체기사,_all_,https://www.yc24.kr/rss/allArticle.xml
우리일보,전체기사,_all_,https://wooriilbo.com/data/rss/news.xml
우먼센스,전체기사,_all_,https://www.womansense.co.kr/rss/allArticle.xml
울산매일UTV,전체기사,_all_,https://www.iusm.co.kr/rss/allArticle.xml
울진마당신문,전체기사,_all_,http://www.ujmadang.com/rss/allArticle.xml
워터저널,전체기사,_all_,https://www.waterjournal.co.kr/rss/allArticle.xml
원불교신문,전체기사,_all_,http://www.wonnews.co.kr/rss/allArticle.xml
원예산업신문,전체기사,_all_,http://www.wonyesanup.co.kr/rss/allArticle.xml
월간 네트워커,전체기사,_all_,http://networker.jinbo.net/rss/networker_networker_4.xml
월간 당뇨,전체기사,_all_,https://dangnyo.or.kr/rss
월간 디자인,전체기사,_all_,https://design.co.kr/rss
월간 리더피아,전체기사,_all_,http://www.leaderpia.com/rss/allArticle.xml
월간 미술,전체기사,_all_,https://monthlyart.com/rss
월간 아이러브PC방,전체기사,_all_,http://www.ilovepcbang.com/rss/allArticle.xml
월간 에너지설비관리,전체기사,_all_,http://www.energycenter.co.kr/rss
월간 인재경영,전체기사,_all_,http://www.abouthr.co.kr/rss/allArticle.xml
월간 참여와혁신,전체기사,_all_,https://cdn.laborplus.co.kr/rss/gn_rss_allArticle.xml
월간 창업&프랜차이즈,전체기사,_all_,http://www.fcmedia.co.kr/rss/allArticle.xml
월간뉴스한국,전체기사,_all_,https://bytom.io/rss
월간산,전체기사,_all_,https://san.chosun.com/rss/allArticle.xml
월간조선,전체기사,_all_,https://cdn.monthly.chosun.com/rss/gn_rss_allArticle.xml
월간중앙,전체기사,_all_,https://www.harpersbazaar.co.kr/rss
월드경제신문,전체기사,_all_,https://www.iwet.co.kr/rss/gns_allArticle.xml
월요신문,전체기사,_all_,https://cdn.wolyo.co.kr/rss/gn_rss_allArticle.xml
웰빙 라이프,전체기사,_all_,https://cdn.cswellbeinglife.com/rss/gn_rss_allArticle.xml
위클리서울,전체기사,_all_,https://cdn.weeklyseoul.net/rss/gns_allArticle.xml
의약뉴스,전체기사,_all_,http://www.newsmp.com/rss/allArticle.xml
의학신문,전체기사,_all_,https://www.bosa.co.kr/rss/allArticle.xml
의협신문,전체기사,_all_,https://www.doctorsnews.co.kr/rss/allArticle.xml
이코노미21,전체기사,_all_,http://www.economy21.co.kr/rss/allArticle.xml
이코노미톡뉴스,전체기사,_all_,http://www.economytalk.kr/rss/allArticle.xml
이코노믹리뷰,전체기사,_all_,https://www.econovill.com/rss/allArticle.xml
익산시민뉴스,전체기사,_all_,https://www.iscmnews.com/rss/allArticle.xml
인권운동사랑방,전체기사,_all_,https://www.sarangbang.or.kr/rss.xml
인천뉴스,전체기사,_all_,http://www.incheonnews.com/rss/allArticle.xml
인천일보,전체기사,_all_,https://www.incheonilbo.com/rss/allArticle.xml
인터넷대한뉴스(IDHN),전체기사,_all_,https://daehannews.kr/data/rss/news.xml
인터풋볼,전체기사,_all_,https://www.interfootball.co.kr/rss/allArticle.xml
일간경기,전체기사,_all_,https://www.1gan.co.kr/rss/allArticle.xml
일간스포츠,전체기사,_all_,https://isplus.com/rss
일다,전체,_all_,https://www.ildaro.com/rss/rss_news.php
일요서울,전체기사,_all_,https://www.ilyoseoul.co.kr/rss/allArticle.xml
일요시사,전체기사,_all_,https://www.ilyosisa.co.kr/data/rss/news.xml
일요신문,전체기사,_all_,https://www.ilyo.co.kr/rss/category
자동차신문,전체기사,_all_,http://www.autotimes.co.kr/happynews_rss.php
자유로포럼,전체기사,_all_,http://www.jayuro.kr/rss
장업신문,전체기사,_all_,http://www.jangup.com/rss/allArticle.xml
장흥신문,전체기사,_all_,http://www.jhnews.co.kr/rss/allArticle.xml
재경일보,전체기사,_all_,https://www.jkn.co.kr/rss
재외동포신문,전체기사,_all_,https://www.dongponews.net/rss/allArticle.xml
전국매일,전체기사,_all_,https://www.jeonmae.co.kr/rss/allArticle.xml
전국언론노동조합연맹,전체기사,_all_,http://media.nodong.org/rss/allArticle.xml
전기신문,전체기사,_all_,https://www.electimes.com/rss/allArticle.xml
전남일보,전체기사,_all_,https://www.jnilbo.com/rss/allArticle.xml
전업농신문,전체기사,_all_,http://www.palnews.co.kr/rss/allArticle.xml
전자부품,전체기사,_all_,https://cdn.epnc.co.kr/rss/gn_rss_allArticle.xml
전자신문,전체기사,_all_,https://rss.etnews.com/Section901.xml
전자엔지니어,전체기사,_all_,https://aspencore.com/feed/
제민일보,전체기사,_all_,https://www.jemin.com/rss/allArticle.xml
제주의소리,전체기사,_all_,https://www.jejusori.net/rss/allArticle.xml
제주일보,전체기사,_all_,https://www.jejunews.com/rss/allArticle.xml
제주투데이,전체기사,_all_,https://cdn.ijejutoday.com/rss/gn_rss_allArticle.xml
조선일보,전체기사,_all_,https://www.chosun.com/arc/outboundfeeds/rss/?outputType=xml
조선일보,정치,politics,https://www.chosun.com/arc/outboundfeeds/rss/category/politics/?outputType=xml
조선일보,경제,economy,https://www.chosun.com/arc/outboundfeeds/rss/category/economy/?outputType=xml
조선일보,사회,society,https://www.chosun.com/arc/outboundfeeds/rss/category/national/?outputType=xml
