publisher,title,categories,url
중앙일보,IT과학,IT|과학,https://rss.joins.com/joins_it_list.xml
중앙일보,스포츠,스포츠,https://rss.joins.com/joins_sports_list.xml
중앙일보,연예,연예,https://rss.joins.com/joins_star_list.xml
한겨레신문,전체기사,_all_,https://www.hani.co.kr/rss/
한겨레신문,주요기사,_top_,https://www.hani.co.kr/rss/lead/
한겨레신문,정치,정치,https://www.hani.co.kr/rss/politics/
한겨레신문,경제,경제,https://www.hani.co.kr/rss/economy/
한겨레신문,사회,사회,https://www.hani.co.kr/rss/society/
한겨레신문,국제,국제,https://www.hani.co.kr/rss/international/
한겨레신문,대중문화,연예|문화,https://www.hani.co.kr/rss/culture/
한겨레신문,스포츠,스포츠,https://www.hani.co.kr/rss/sports/
한겨레신문,과학,과학,https://www.hani.co.kr/rss/science/
한겨레신문,사설/칼럼,사설,https://www.hani.co.kr/rss/opinion/
한겨레신문,만화만평,만화,https://www.hani.co.kr/rss/cartoon/
한국일보,전체,_all_,https://rss.hankooki.com/daily/dh_main.xml
한국일보,정치,정치,https://rss.hankooki.com/daily/dh_politics.xml
한국일보,경제,경제,https://rss.hankooki.com/daily/dh_economy.xml
한국일보,사회,사회,https://rss.hankooki.com/daily/dh_society.xml
한국일보,국제,국제,https://rss.hankooki.com/daily/dh_world.xml
한국일보,IT/과학,IT|과학,https://rss.hankooki.com/daily/dh_it_tech.xml
한국일보,문화,문화,https://rss.hankooki.com/daily/dh_culture.xml
한국일보,라이프,문화,https://rss.hankooki.com/daily/dh_life.xml
한국일보,칼럼,사설,https://rss.hankooki.com/daily/dh_column.xml
